,Name,coef,pvalue,pcorr,FDR<0.05
1998,YLR148W,-0.5,0.6666666666666667,0.5236740335902822,False
1999,YBL023C,-0.21428571428571427,0.6445115810207203,0.5223990234740384,False
2000,YAL030W,0.7142857142857143,0.04652823228416728,0.0733471053727613,False
2001,YAL013W,-0.5,0.6666666666666667,0.5236740335902822,False
2002,YLR447C,0.21666666666666667,0.5755148957119259,0.48788092342271266,False
2003,YMR224C,-0.023809523809523808,0.9553740118158807,0.6720777632903109,False
2004,YGL212W,-0.4523809523809524,0.260404767436885,0.27197575666133317,False
2005,YKL062W,0.8,0.10408803866182778,0.13434856780554474,False
2006,YBL001C,0.8833333333333333,0.0015905004234978686,0.005733075154577836,True
2007,YKL026C,1.0,0.0,0.0,True
2008,YKL201C,0.6,0.40000000000000013,0.37773162939297134,False
2009,YKL154W,-0.2857142857142857,0.4927262450169573,0.4340910875436278,False
2010,YKL077W,0.2833333333333333,0.46003032896571994,0.4132932051186707,False
2011,YKR025W,0.08571428571428572,0.8717434402332361,0.6300464946072436,False
2012,YKR036C,0.37142857142857144,0.46847813411078737,0.420031621303729,False
2013,YKR074W,0.3666666666666667,0.33173980143301507,0.3250408568239671,False
2014,YLR439W,0.9666666666666667,2.155031274835775e-05,0.00026914367706742996,True
2015,YDR462W,-0.08333333333333334,0.831214097710308,0.612174685043333,False
2016,YCR087C-A,0.9166666666666666,0.0005066190663052084,0.0023706163143508495,True
2017,YDR251W,-0.6,0.20799999999999982,0.22465140073081585,False
2018,YBR024W,0.8,0.1999999999999999,0.22140449438202234,False
2019,YBR164C,-0.09523809523809523,0.8225054302036114,0.6100678608091152,False
2020,YBL107C,0.0,1.0,0.6905957943925234,False
2021,YBL104C,0.2,0.8,0.5946186085498743,False
2022,YBL026W,-0.33333333333333337,0.3807131816768634,0.3643690189124843,False
2023,YBR044C,0.9,0.03738607346849863,0.06144794438619915,False
2024,YBR096W,0.0,1.0,0.6905957943925234,False
2025,YBR102C,-0.2,0.8,0.5946186085498743,False
2026,YBR162C,0.6,0.0876228290414024,0.11648778572974144,False
2027,YBR185C,0.9,0.0009430623223403293,0.003827171339941549,True
2028,YMR139W,0.9333333333333332,0.00023589981215941676,0.0014526268120629083,True
2029,YNL259C,0.21666666666666667,0.5755148957119259,0.48788092342271266,False
2030,YHR091C,-0.2,0.8,0.5946186085498743,False
2031,YHL014C,0.5499999999999999,0.12497678418833198,0.1527498814050981,False
2032,YHR012W,0.7166666666666667,0.029818035695845287,0.05215068580354716,False
2033,YHR062C,-0.41666666666666663,0.26458604674749614,0.27424320549640385,False
2034,YHR109W,0.43333333333333335,0.2439524358800516,0.2553940067364094,False
2035,YHR111W,0.9166666666666666,0.0005066190663052084,0.0023706163143508495,True
2036,YHR154W,0.3142857142857143,0.5440932944606414,0.4668449099040983,False
2037,YHR172W,0.4,0.6,0.5021194461185648,False
2038,YHR209W,1.0,0.0,0.0,True
2039,YOR020C,0.21666666666666667,0.5755148957119259,0.48788092342271266,False
2040,YMR167W,0.35714285714285715,0.38512064355625636,0.36680569565781024,False
2041,YOR039W,-0.016666666666666666,0.9660548039946861,0.6721262817357301,False
2042,YDL092W,-0.11666666666666665,0.7650079429261462,0.5783049174690427,False
2043,YDR208W,-0.08571428571428572,0.8717434402332361,0.6300464946072436,False
2044,YDL101C,0.09999999999999999,0.797971695234851,0.5946186085498743,False
2045,YAL053W,0.9166666666666666,0.0005066190663052084,0.0023706163143508495,True
2046,YER154W,0.2833333333333333,0.46003032896571994,0.4132932051186707,False
2047,YEL066W,0.2833333333333333,0.46003032896571994,0.4132932051186707,False
2048,YEL026W,0.7333333333333334,0.02455415007146968,0.04489232726211124,True
2049,YER050C,0.9166666666666666,0.0005066190663052084,0.0023706163143508495,True
2050,YER083C,-0.19047619047619047,0.6514014957024814,0.5236740335902822,False
2051,YER128W,0.6,0.20799999999999982,0.22465140073081585,False
